AQI,Holiday,Day,date,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph, pm25, pm10, o3, no2, so2, co,AQI
402,1,1,1/1/18,11,5,0,8.7,3,97,0,10,10,10,10,6,51,0,1028,11,10,90,8,253,54,31,28,6,8,402
309,0,2,1/2/18,14,9,0,3.9,3,100,8,11,12,11,18,70,74,0,1025,14,10,119,13,132,37,26,26,4,7,309
200,0,3,1/3/18,10,6,0,3.9,2,89,5,5,8,5,30,100,78,0.9,1029,10,10,47,21,90,31,33,12,3,6,200
157,0,4,1/4/18,7,6,0,3.9,2,81,3,3,6,3,23,100,81,0.6,1026,7,8,44,17,77,10,25,13,3,5,157
150,0,5,1/5/18,7,4,0,5.5,2,74,1,4,6,4,17,64,67,0.4,1025,7,9,300,14,48,24,24,18,4,6,150
188,0,6,1/6/18,7,3,0,5.5,2,67,1,4,7,4,15,60,69,0,1024,7,10,133,12,75,55,21,27,5,9,188
325,0,7,1/7/18,10,5,0,4,2,59,6,6,8,6,19,91,86,1.7,1018,10,10,211,13,153,21,19,22,3,8,325
229,0,1,1/8/18,5,1,0,5.5,1,52,-2,-1,4,-1,28,59,66,0.2,1021,5,9,296,21,78,73,32,23,5,12,229
336,0,2,1/9/18,6,0,0,8.7,2,45,-6,1,5,1,20,0,47,0,1026,6,10,283,17,167,45,27,22,6,8,336
220,0,3,1/10/18,6,2,0,8.7,2,38,-6,2,5,2,17,2,44,0,1029,6,10,306,15,96,54,23,24,8,7,220
263,0,4,1/11/18,6,0,0,8.7,2,30,-9,2,5,2,13,10,37,0,1033,6,10,285,11,109,58,23,26,10,8,263
308,0,5,1/12/18,3,-2,0,8.7,2,23,-14,2,4,2,11,0,26,0,1036,3,10,332,9,131,42,18,23,8,7,308
352,0,6,1/13/18,6,-1,0,7.1,1,16,-12,5,6,5,7,25,29,0,1033,6,10,100,5,187,59,13,39,11,11,352
405,0,7,1/14/18,12,4,0,8.7,3,9,3,8,9,8,15,20,66,0,1027,12,10,164,10,257,40,26,31,6,5,405
210,0,1,1/15/18,15,7,0,8.7,4,1,9,13,14,13,8,7,76,0,1023,15,10,150,6,93,41,20,36,7,7,210
330,0,2,1/16/18,16,10,0,8.7,3,0,9,12,13,12,14,55,80,0.7,1016,16,6,254,10,159,56,9,35,5,7,330
309,0,3,1/17/18,13,8,0,8.7,4,0,7,11,12,11,8,32,70,0,1020,13,10,221,7,132,80,22,31,4,10,309
343,0,4,1/18/18,11,8,0,5.6,2,6,5,9,10,9,10,73,72,1.2,1024,11,8,57,8,176,68,27,28,3,7,343
334,0,5,1/19/18,10,8,0,4,2,13,5,9,9,9,8,99,75,0.1,1025,10,10,48,6,164,92,23,38,6,10,334
353,0,6,1/20/18,9,7,0,4,2,20,5,8,9,8,9,89,75,0.8,1023,9,8,56,7,189,76,24,36,6,9,353
340,0,7,1/21/18,9,7,0,4,2,28,4,7,8,7,14,97,75,5.2,1020,9,10,65,10,172,45,36,27,5,6,340
290,0,1,1/22/18,11,6,0,8.7,3,35,5,10,11,10,8,19,71,0,1020,11,10,315,7,117,39,29,30,3,8,290
300,0,2,1/23/18,7,4,0,4,2,42,2,4,6,4,17,75,72,0.1,1024,7,10,26,13,120,68,28,18,3,8,300
351,0,3,1/24/18,5,2,0,5.6,1,49,-4,0,3,0,20,70,59,0.1,1028,5,10,29,16,186,25,31,10,3,4,351
167,0,4,1/25/18,3,1,0,4,1,57,-1,-2,2,-2,26,100,81,0,1029,3,10,35,18,80,13,27,14,2,3,167
125,0,5,1/26/18,1,0,0.4,4,1,64,-3,-3,1,-3,19,94,74,0.5,1032,1,9,92,15,60,19,27,10,3,4,125
125,0,6,1/27/18,4,1,0.1,4,1,71,0,0,3,0,15,97,81,0.4,1027,4,9,36,11,67,20,22,18,3,4,125
138,0,7,1/28/18,5,0,0.3,4,1,78,0,-1,3,-1,20,92,81,0.4,1026,5,9,302,15,69,21,27,16,3,5,138
200,0,1,1/29/18,1,-2,0,8.7,2,86,-5,-3,1,-3,15,6,65,0,1031,1,10,316,13,78,72,31,20,9,10,200
342,0,2,1/30/18,4,-2,0,8.7,1,93,-6,1,2,1,8,36,55,0,1030,4,10,277,6,175,122,34,42,14,17,342
399,0,3,1/31/18,3,0,0.1,5.6,1,97,-6,0,2,0,11,56,56,0.1,1030,3,10,322,8,249,110,25,49,13,15,399
391,0,4,2/1/18,7,-1,0,8.7,2,88,-3,3,5,3,11,12,54,0,1030,7,10,215,9,238,86,33,40,12,14,391
357,0,5,2/2/18,8,1,0,8.7,2,81,-5,3,5,3,14,21,48,0,1032,8,10,319,11,194,77,35,37,12,11,357
344,0,6,2/3/18,3,0,0,8.7,2,73,-8,-2,2,-2,17,23,50,0,1035,3,10,341,14,177,31,29,12,5,5,344
350,0,7,2/4/18,3,-1,0,8.7,2,66,-14,-2,2,-2,15,13,30,0,1035,3,10,292,12,185,39,31,15,7,6,350
237,0,1,2/5/18,6,-1,0,8.7,2,58,-10,2,5,2,12,9,33,0,1032,6,10,297,11,101,53,27,30,9,8,237
313,0,2,2/6/18,5,0,0,8.7,2,51,-6,2,5,2,12,2,46,0,1030,5,10,216,10,137,39,27,22,6,6,313
213,0,3,2/7/18,7,0,0,4.1,1,43,-6,3,5,3,10,64,47,0,1027,7,10,156,8,94,35,30,28,5,5,213
188,0,4,2/8/18,8,1,0,8.7,3,36,-6,4,6,4,12,13,45,0,1025,8,10,242,9,81,70,32,32,7,9,188
334,0,5,2/9/18,10,3,0,4.1,2,28,2,6,8,6,13,79,69,0.3,1021,10,9,177,10,164,57,30,34,6,8,334
324,0,6,2/10/18,9,3,0,5.6,2,20,0,5,7,5,17,62,64,0.3,1026,9,9,164,13,151,75,29,24,5,8,324
315,0,7,2/11/18,9,1,0,8.7,3,13,-6,6,7,6,13,6,41,0,1029,9,10,295,11,139,88,35,22,6,7,315
267,0,1,2/12/18,8,1,0,8.7,3,5,-12,4,6,4,15,5,25,0,1031,8,10,297,13,110,91,33,16,6,6,267
237,0,2,2/13/18,12,2,0,8.7,3,0,-3,9,10,9,13,5,42,0,1026,12,10,191,10,101,47,44,21,7,6,237
230,0,3,2/14/18,18,6,0,8.7,3,0,5,14,14,14,10,29,55,0,1018,18,10,156,8,99,59,46,29,5,6,230
273,0,4,2/15/18,9,6,0,4.1,2,0,4,7,9,7,18,92,74,0.9,1021,9,10,37,14,112,49,35,16,4,5,273
247,0,5,2/16/18,8,5,0,4.2,2,2,3,6,7,6,9,83,78,1.5,1021,8,10,146,8,104,23,31,13,3,3,247
138,0,6,2/17/18,11,3,0,8.7,3,10,4,9,10,9,13,1,63,0,1025,11,10,109,11,65,43,48,13,4,5,138
270,0,7,2/18/18,12,7,0,4.2,3,17,7,8,10,8,19,87,83,0,1021,12,10,104,13,111,25,35,12,3,4,270
112,0,1,2/19/18,10,7,0,4.2,2,25,6,6,8,6,16,100,85,1.7,1022,10,10,42,12,57,20,41,11,3,3,112
138,0,2,2/20/18,10,5,0,5.7,2,32,4,6,8,6,16,88,78,5.3,1022,10,10,37,12,68,45,43,11,4,5,138
301,0,3,2/21/18,9,6,0,4.2,2,40,2,6,7,6,12,93,71,0,1025,9,10,76,10,121,41,39,11,3,5,301
240,0,4,2/22/18,10,5,0,5.7,2,47,1,7,8,7,8,59,64,0,1025,10,10,192,6,102,47,33,19,4,7,240
302,0,5,2/23/18,13,4,0,8.7,3,55,4,10,11,10,13,5,65,0,1024,13,10,176,11,123,49,44,19,4,6,302
310,0,6,2/24/18,15,8,0,5.7,3,62,7,10,11,10,18,54,78,15,1023,15,9,97,13,133,40,39,18,4,5,310
270,0,7,2/25/18,12,7,0,7.2,2,70,6,8,10,8,14,68,78,1.2,1026,12,10,28,11,111,38,39,15,3,5,270
240,0,1,2/26/18,14,5,0,8.7,4,77,7,12,13,12,10,1,68,0,1025,14,10,117,8,102,42,40,23,4,5,240
280,0,2,2/27/18,16,8,0,8.7,4,85,8,13,14,13,24,20,71,0,1018,16,10,147,18,114,43,54,16,4,4,280
267,0,3,2/28/18,14,9,0,5.7,3,93,10,12,14,12,30,64,80,0.1,1010,14,10,249,21,110,33,35,18,3,5,267
223,0,4,3/1/18,15,8,0,8.7,4,96,6,11,12,11,15,17,67,0,1018,15,10,137,13,97,64,44,23,4,7,223
341,0,5,3/2/18,10,7,0,4.2,2,100,5,6,9,6,19,91,78,0.4,1017,10,9,110,14,173,33,36,14,3,4,341
153,0,6,3/3/18,20,10,0,8.7,4,89,12,14,15,14,11,48,84,0,1011,20,8,162,8,76,31,38,19,3,5,153
230,0,7,3/4/18,24,13,0,8.7,5,82,15,19,20,19,19,33,78,1.2,1008,24,10,158,13,99,31,48,15,3,5,230
207,0,1,3/5/18,12,7,0,5.7,2,74,4,7,10,7,24,66,66,0.4,1021,12,10,259,19,92,34,38,12,3,3,207
133,0,2,3/6/18,12,6,0,8.7,2,67,3,8,9,8,16,42,65,0,1028,12,10,90,13,70,38,41,11,3,3,133
113,0,3,3/7/18,12,9,0,4.3,2,60,6,8,10,8,18,99,79,0.2,1023,12,9,86,14,64,26,34,17,3,3,113
147,0,4,3/8/18,10,3,0,5.8,2,53,2,5,8,5,22,65,68,0.1,1026,10,10,338,17,74,45,38,13,3,5,147
270,0,5,3/9/18,11,1,0,8.7,3,45,-1,9,10,9,9,0,50,0,1028,11,10,282,8,111,44,30,21,4,5,270
293,0,6,3/10/18,15,4,0,8.7,4,38,4,13,13,13,11,1,56,0,1025,15,10,169,9,118,55,65,29,5,6,293
304,0,7,3/11/18,18,7,0,11.6,3,31,5,12,13,12,16,31,63,0,1024,18,10,130,11,125,57,55,27,5,5,304
318,0,1,3/12/18,21,11,0,11.6,5,24,9,16,17,16,16,30,65,0,1020,21,10,165,12,144,36,48,24,5,4,318
335,0,2,3/13/18,24,12,0,11.6,5,16,13,18,19,18,18,9,72,0,1017,24,10,162,13,165,36,48,21,7,4,335
163,0,3,3/14/18,24,15,0,11.6,6,9,15,19,19,19,21,43,78,0,1015,24,10,162,15,79,31,33,16,4,3,163
310,0,4,3/15/18,20,12,0,6,4,2,15,17,17,17,13,90,86,2.5,1014,20,10,151,9,133,43,21,31,5,7,310
253,0,5,3/16/18,12,8,0,7.4,2,0,3,7,9,7,19,87,68,0.8,1024,12,10,16,15,106,39,38,12,3,3,253
173,0,6,3/17/18,13,8,0,8.8,3,0,6,9,11,9,20,60,74,0,1024,13,10,105,15,82,34,40,13,3,2,173
143,0,7,3/18/18,17,10,0,7.4,3,5,11,13,14,13,15,79,82,3,1016,17,9,223,11,73,43,34,25,4,5,143
193,0,1,3/19/18,11,8,0,7.5,3,13,7,9,10,9,17,97,79,0,1017,11,10,338,13,88,34,32,18,3,5,193
220,0,2,3/20/18,9,6,0,7.8,2,20,4,5,8,5,19,97,74,0,1018,9,10,306,15,96,47,29,21,3,7,220
308,0,3,3/21/18,8,5,0,9.1,2,27,3,4,7,4,21,78,78,0.1,1020,8,10,311,16,131,29,21,21,3,6,308
233,0,4,3/22/18,16,4,0,12.5,4,34,6,13,13,13,8,7,63,0,1019,16,10,243,7,100,66,40,33,6,8,233
332,0,5,3/23/18,20,8,0,12.5,5,42,8,16,16,16,11,5,60,0,1020,20,10,181,9,161,77,60,32,5,7,332
335,0,6,3/24/18,21,10,0,12.5,4,49,9,16,17,16,11,32,62,0,1022,21,10,134,8,165,65,54,31,5,6,335
325,0,7,3/25/18,20,13,0,10.5,4,56,11,17,17,17,15,51,70,0,1023,20,10,144,11,153,61,54,25,6,5,325
314,0,1,3/26/18,22,13,0,12.6,5,63,12,18,18,18,12,14,72,0.1,1021,22,10,170,10,138,60,59,26,7,5,314
312,0,2,3/27/18,22,12,0,12.6,5,71,13,19,19,19,13,6,73,0,1018,22,10,152,10,136,55,68,24,5,5,312
302,0,3,3/28/18,24,12,0,12.6,6,78,14,21,21,21,15,1,68,0,1016,24,10,155,12,122,44,35,21,3,4,302
280,0,4,3/29/18,24,13,0,11.9,4,85,13,18,19,18,16,32,74,0,1017,24,10,126,12,114,36,22,23,3,4,280
200,0,5,3/30/18,22,14,0,12.7,5,93,14,18,18,18,15,35,78,0,1021,22,10,97,12,90,46,53,19,3,4,200
230,0,6,3/31/18,22,12,0,12.7,5,96,11,17,18,17,18,28,70,0,1018,22,10,134,13,99,69,67,18,5,5,230
301,0,7,4/1/18,27,14,0,12.7,6,89,15,21,21,21,15,11,70,0,1014,27,10,159,11,121,80,26,29,6,5,301
307,0,1,4/2/18,26,16,0,12.7,6,81,16,22,22,21,16,35,71,0,1013,26,10,150,12,129,67,45,16,5,4,307
311,0,2,4/3/18,26,17,0,12.7,6,74,17,22,22,21,21,23,77,0.8,1013,26,10,154,16,134,45,33,16,3,4,311
247,0,3,4/4/18,18,12,0,8,4,66,12,16,16,16,16,82,80,3.9,1016,18,10,27,13,104,31,30,18,3,4,247
227,1,4,4/5/18,17,8,0,8,3,59,9,11,13,11,14,99,81,5.1,1015,17,10,108,11,98,93,40,15,4,6,227
304,1,5,4/6/18,17,8,0,12.8,3,51,2,11,12,11,23,41,53,0.2,1023,17,9,316,18,125,58,44,16,5,4,304
183,1,6,4/7/18,14,7,0,12.8,4,44,-4,11,13,11,17,2,32,0,1026,14,10,297,14,85,65,62,31,5,4,183
494,0,7,4/8/18,21,8,0,12.8,5,36,5,16,17,16,16,0,47,0,1019,21,10,193,14,372,72,65,33,6,5,494
431,0,1,4/9/18,24,12,0,12.8,6,28,9,21,21,21,17,0,49,0,1017,24,10,177,13,290,53,66,20,5,5,431
349,0,2,4/10/18,27,15,0,12.9,6,21,13,23,23,22,21,1,58,0,1011,27,10,171,16,184,104,64,37,8,7,349
402,0,3,4/11/18,28,16,0,12.9,6,13,12,23,23,22,16,15,55,0,1012,28,10,149,12,253,63,39,22,6,4,402
203,0,4,4/12/18,21,15,0,12.9,4,6,10,18,19,18,24,48,59,0,1015,21,10,89,18,91,44,42,20,4,4,203
153,0,5,4/13/18,18,16,0,8.1,4,0,13,17,17,17,27,97,78,1.3,1014,18,8,113,18,76,32,30,20,3,5,153
223,0,6,4/14/18,17,12,0,8.1,3,0,10,14,15,14,23,89,74,0.1,1015,17,10,307,18,97,71,68,21,5,6,223
312,0,7,4/15/18,20,11,0,13,5,0,5,16,17,16,11,11,49,0,1020,20,10,194,9,135,110,34,27,5,4,312
203,0,1,4/16/18,16,10,0,11.9,3,1,3,14,14,14,8,39,51,0,1021,16,10,97,6,91,56,46,31,7,4,203
270,0,2,4/17/18,21,9,0,13,5,9,8,18,18,18,8,1,52,0,1020,21,10,136,7,111,58,76,28,5,4,270
304,0,3,4/18/18,24,11,0,13,5,17,11,20,20,20,13,0,56,0,1017,24,10,145,11,125,57,74,22,5,4,304
267,0,4,4/19/18,26,13,0,13,6,24,14,23,23,23,14,0,60,0,1016,26,10,138,12,110,58,52,14,4,4,267
220,0,5,4/20/18,24,16,0,13,5,32,14,20,21,20,27,20,70,0,1016,24,10,142,20,96,55,43,13,5,5,220
217,0,6,4/21/18,25,18,0,13.1,5,39,16,22,22,21,26,45,74,0.4,1013,25,10,152,19,95,46,61,17,7,6,217
217,0,7,4/22/18,30,19,0,13.1,7,47,19,26,26,25,14,37,71,0,1010,30,10,169,10,95,41,37,22,4,5,217
257,0,1,4/23/18,26,15,0,9.4,5,54,17,20,21,20,13,76,81,3.5,1009,26,9,130,10,107,23,43,14,4,4,257
167,0,2,4/24/18,16,13,0,8.2,3,62,10,14,15,14,21,86,72,0,1015,16,10,324,16,80,51,68,26,6,6,167
305,0,3,4/25/18,23,12,0,13.1,5,69,9,18,19,18,11,16,58,0,1016,23,10,199,9,126,38,37,28,6,3,305
203,0,4,4/26/18,24,12,0,13.1,6,77,9,19,20,19,8,22,53,0,1016,24,10,132,7,91,70,113,30,6,6,203
324,0,5,4/27/18,27,16,0,13.2,6,85,12,23,23,23,9,15,53,0,1018,27,10,184,7,151,89,103,27,7,8,324
342,0,6,4/28/18,27,16,0,13.2,6,92,13,23,23,22,13,14,57,0,1017,27,10,123,9,175,74,123,22,6,7,342
335,0,7,4/29/18,28,17,0,13.2,7,100,16,25,25,24,15,28,61,0,1011,28,10,171,11,165,68,112,25,4,8,335
328,0,1,4/30/18,31,21,0,13.2,6,100,20,28,28,26,12,26,69,1.6,1011,31,10,154,9,156,49,63,23,3,7,328
301,0,2,5/1/18,31,20,0,13.2,6,89,20,29,29,26,13,55,71,4.5,1010,31,10,210,9,121,56,60,17,2,7,301
332,0,3,5/2/18,27,15,0,13.2,5,82,16,23,23,22,19,47,66,2.7,1014,27,10,198,16,162,40,90,17,3,3,332
233,0,4,5/3/18,25,14,0,13.3,6,75,7,22,22,21,12,7,42,0,1019,25,10,209,10,100,51,100,20,6,4,233
287,0,5,5/4/18,27,15,0,13.3,5,68,12,24,24,24,15,15,46,0,1018,27,10,128,11,116,36,54,18,4,3,287
200,0,6,5/5/18,21,18,0,8.3,4,60,14,20,20,20,26,75,72,2,1013,21,10,179,17,90,47,44,22,4,4,200
301,0,7,5/6/18,27,20,0,10.8,5,53,20,25,25,23,22,64,80,1.1,1005,27,10,201,13,121,35,38,15,2,5,301
227,0,1,5/7/18,21,16,0,8.3,4,46,16,20,20,20,18,87,80,1.3,1007,21,10,159,13,98,42,56,18,3,5,227
250,0,2,5/8/18,24,15,0,13.3,4,39,12,20,20,20,12,41,64,0,1013,24,10,184,10,105,51,59,15,3,4,250
237,0,3,5/9/18,22,13,0,13.3,5,31,13,21,21,21,11,8,63,0,1021,22,10,83,9,101,43,66,10,3,3,237
153,0,4,5/10/18,21,14,0,13.4,5,24,12,18,19,18,18,10,69,0,1021,21,10,122,15,76,45,65,10,3,3,153
163,0,5,5/11/18,26,15,0,13.4,6,17,15,22,22,21,22,25,69,0.3,1014,26,10,150,17,79,73,68,30,5,7,163
313,0,6,5/12/18,30,20,0,10.8,6,9,20,27,27,25,11,73,74,6.7,1009,30,10,215,8,137,71,66,18,3,8,313
333,0,7,5/13/18,29,20,0,13.4,7,2,20,27,27,25,11,35,74,0.2,1010,29,9,141,10,163,56,89,13,3,6,333
323,0,1,5/14/18,30,19,0,13.4,7,0,21,28,28,26,17,17,75,0,1008,30,10,143,13,150,59,93,10,4,5,323
315,0,2,5/15/18,33,23,0,13.8,7,0,23,32,32,29,19,15,71,0.5,1005,33,10,164,14,140,55,104,13,5,5,315
297,0,3,5/16/18,35,25,0,13.8,8,5,23,36,36,31,19,5,65,0,1003,35,10,173,15,119,52,87,20,6,5,297
270,0,4,5/17/18,35,25,0,13.9,8,12,22,34,34,31,13,24,61,1.4,1003,35,10,180,10,111,54,74,28,3,7,270
305,0,5,5/18/18,33,22,0,13.3,6,19,22,32,32,29,12,44,68,8.2,1007,33,9,130,9,126,33,37,13,1,5,305
203,0,6,5/19/18,21,20,0,8.7,5,27,18,21,22,21,16,96,84,1.5,1010,21,9,80,13,91,24,37,10,2,3,203
125,0,7,5/20/18,21,19,0,8.7,4,34,16,20,20,20,20,98,80,0.4,1012,21,9,71,16,67,34,33,14,2,4,125
170,0,1,5/21/18,21,19,0,8.7,5,41,18,20,21,20,18,100,86,0.1,1013,21,10,92,13,81,39,33,15,3,4,170
283,0,2,5/22/18,26,20,0,8.7,5,48,19,24,24,23,19,93,83,1.3,1011,26,10,223,14,115,73,73,16,4,5,283
270,0,3,5/23/18,27,18,0,13.3,5,56,8,22,22,23,15,32,42,0,1014,27,10,139,12,111,85,54,21,4,3,270
280,0,4,5/24/18,27,17,0,13.9,6,63,9,25,25,24,18,22,42,0,1010,27,10,138,14,114,44,41,21,3,4,280
193,0,5,5/25/18,28,21,0,13.3,6,70,19,27,27,25,13,56,72,0,1004,28,10,125,11,88,35,37,17,3,4,193
220,0,6,5/26/18,26,21,0,8.7,5,78,20,26,26,24,11,87,80,3.2,1007,26,10,95,9,96,38,34,20,3,4,220
260,0,7,5/27/18,27,21,0,8.7,5,85,20,26,26,24,6,89,77,0.4,1010,27,10,121,5,108,69,78,24,5,7,260
327,0,1,5/28/18,30,21,0,13.3,6,92,20,28,28,26,7,45,72,0,1010,30,10,147,6,155,84,50,28,6,7,327
337,0,2,5/29/18,29,22,0,13.3,6,99,21,27,27,25,10,45,79,0,1011,29,10,141,8,168,71,30,27,4,7,337
328,0,3,5/30/18,29,22,0,12.2,6,100,21,28,28,26,8,65,76,0.4,1011,29,10,113,6,156,49,64,25,4,6,328
297,0,4,5/31/18,21,18,0,9.9,4,89,17,21,22,21,10,81,78,8.1,1015,21,9,129,8,119,40,73,18,4,4,297
263,0,5,6/1/18,27,17,0,14,6,74,15,25,25,25,11,5,57,0,1016,27,10,134,9,109,41,72,15,4,3,263
233,0,6,6/2/18,27,18,0,14,6,67,15,24,24,23,12,23,61,0,1015,27,10,123,9,100,47,63,12,4,3,233
257,0,7,6/3/18,25,21,0,12.2,5,59,17,24,24,22,11,60,74,0.8,1012,25,10,119,9,107,44,59,18,4,4,257
280,0,1,6/4/18,28,20,0,11.1,6,52,18,27,27,25,7,51,66,0.9,1011,28,10,166,5,114,67,97,29,5,6,280
332,0,2,6/5/18,26,21,0,8.8,5,44,19,26,26,24,11,94,75,2.2,1012,26,8,237,8,162,54,106,16,4,5,332
312,0,3,6/6/18,28,20,0,13.4,6,36,19,27,27,25,13,22,71,0,1011,28,10,143,11,135,32,62,12,3,4,312
290,0,4,6/7/18,29,20,0,14.1,7,29,20,28,28,25,13,19,75,0,1011,29,10,119,11,117,31,45,15,4,3,290
177,0,5,6/8/18,26,21,0,11.1,5,21,20,26,26,24,11,68,78,0,1008,26,10,100,9,83,30,43,11,4,3,177
183,0,6,6/9/18,26,20,0,11.1,5,14,19,25,25,23,12,72,76,0,1004,26,10,83,10,85,46,54,15,4,5,183
290,0,7,6/10/18,26,21,0,12.2,5,6,19,25,25,23,5,68,78,1.4,1003,26,9,133,4,117,58,112,17,5,7,290
319,0,1,6/11/18,31,20,0,14.1,7,0,17,28,28,26,14,13,59,0,1003,31,10,240,12,145,63,135,19,8,7,319
318,0,2,6/12/18,32,21,0,14.1,7,0,19,30,30,28,13,7,60,0,1004,32,10,166,11,144,58,117,16,8,6,318
330,0,3,6/13/18,33,24,0,14.1,8,0,19,31,31,29,20,4,56,0,1003,33,10,158,16,159,37,62,10,4,4,330
304,0,4,6/14/18,30,23,0,14.1,7,1,21,31,31,28,16,2,66,0,1003,30,10,134,14,125,26,58,12,4,3,304
127,0,5,6/15/18,30,22,0,14.1,7,9,19,28,28,26,16,7,64,0,1006,30,10,116,14,68,40,44,8,4,3,127
187,0,6,6/16/18,28,21,0,13.4,6,16,18,26,26,24,17,54,69,0,1009,28,10,85,14,86,37,48,8,4,3,187
177,0,7,6/17/18,28,21,0,12.3,6,24,20,27,27,25,19,64,73,0.1,1007,28,10,126,15,83,32,51,7,3,4,177
153,0,1,6/18/18,31,23,0,14.5,7,31,22,30,30,27,18,55,74,0,1004,31,10,130,14,76,29,36,13,4,4,153
170,0,2,6/19/18,32,24,0,11.2,7,39,23,33,33,29,13,64,75,6.4,1001,32,10,124,9,81,14,39,13,3,3,170
112,0,3,6/20/18,24,22,0,9.1,5,46,20,25,25,23,16,81,85,12,1005,24,9,44,12,59,23,48,13,3,3,112
133,0,4,6/21/18,29,21,0,13.4,6,54,19,28,28,26,11,30,68,0,1009,29,10,75,9,70,29,40,13,3,3,133
183,0,5,6/22/18,22,19,0,9.1,5,61,19,22,23,22,18,79,85,13.4,1008,22,8,84,13,85,18,54,12,3,2,183
112,0,6,6/23/18,26,20,0,11.2,5,69,19,24,24,23,11,70,79,2.8,1007,26,10,93,8,58,26,45,11,2,3,112
150,0,7,6/24/18,26,21,0,9.1,5,77,22,27,27,24,14,88,87,0.7,1008,26,10,120,11,75,43,90,15,3,4,150
267,0,1,6/25/18,34,24,0,14.5,8,84,25,36,36,30,14,31,74,0,1008,34,8,153,10,110,50,97,17,4,5,267
267,0,2,6/26/18,37,27,0,14.5,8,92,25,40,40,33,18,7,66,0,1007,37,10,190,13,110,47,67,18,5,4,267
227,0,3,6/27/18,37,28,0,14.5,7,99,24,39,39,33,18,17,60,0,1005,37,10,211,14,98,49,50,24,4,5,227
217,0,4,6/28/18,35,28,0,11.2,7,100,23,36,36,31,19,52,63,3.8,1002,35,10,246,14,95,36,54,25,2,5,217
203,0,5,6/29/18,31,26,0,14.5,7,86,24,34,34,30,11,18,71,1.4,1002,31,10,154,9,91,26,25,18,3,4,203
137,0,6,6/30/18,30,26,0,9.1,6,78,24,32,32,28,16,65,80,1,1004,30,10,152,12,71,23,26,12,3,4,137
123,0,7,7/1/18,30,26,0,13.4,6,75,24,32,32,28,18,69,81,0,1004,30,10,154,13,67,29,24,8,2,3,123
217,0,1,7/2/18,32,25,0,14.5,7,68,24,33,33,29,16,35,78,0,1001,32,10,128,13,95,30,20,12,3,4,217
138,0,2,7/3/18,32,25,0,11.2,6,61,24,33,33,29,11,62,76,0,999,32,10,122,9,69,47, ,17,5,5,138
267,0,3,7/4/18,33,25,0,13.4,7,54,25,35,35,29,13,47,77,2.3,999,33,10,132,10,110,28, ,16,2,6,267
197,0,4,7/5/18,30,26,0,10.1,6,46,25,32,32,27,16,72,86,4.1,1000,30,10,129,13,89,25, ,14,3,4,197
133,0,5,7/6/18,30,26,0,12.3,6,39,25,33,33,28,18,73,87,4.6,1001,30,7,94,13,70,25, ,11,2,4,133
138,0,6,7/7/18,31,26,0,10.1,6,32,25,32,32,28,23,88,84,7.8,1004,31,9,83,17,69,45, ,11,2,5,138
213,0,7,7/8/18,33,26,0,13.4,7,24,25,36,36,30,18,44,78,5,1005,33,9,134,13,94,33, ,9,3,4,213
127,0,1,7/9/18,33,26,0,14.4,8,17,25,36,36,30,22,12,75,0,1008,33,10,153,17,68,27, ,5,2,3,127
112,0,2,7/10/18,32,26,0,14.4,8,10,24,34,34,29,23,24,76,0,1009,32,10,130,18,58,36, ,6,2,3,112
125,0,3,7/11/18,31,27,0,10.1,6,3,24,33,33,29,35,73,77,1.3,1008,31,10,117,26,67,30, ,6,2,4,125
112,0,4,7/12/18,33,27,0,12.3,7,0,24,34,34,29,31,44,76,0,1008,33,10,146,24,60,28, ,6,2,3,112
112,0,5,7/13/18,33,26,0,14,8,0,24,34,34,29,26,23,75,0,1009,33,10,154,20,60,28, ,7,3,3,112
112,0,6,7/14/18,32,26,0,14,8,4,23,34,34,29,24,6,71,0,1009,32,10,156,19,57,29, ,6,3,3,112
112,0,7,7/15/18,32,26,0,13.6,8,12,23,33,33,29,23,10,72,0,1009,32,10,148,18,57,23, ,6,2, ,112
112,0,1,7/16/18,32,26,0,13.6,7,19,24,33,33,29,24,14,73,0,1009,32,10,146,18,50,24, ,7,2,3,112
100,0,2,7/17/18,32,26,0,13.6,8,26,24,35,35,30,21,22,75,0.1,1009,32,10,143,17,53,24, ,6,2,2,100
112,0,3,7/18/18,32,26,0,13.6,8,34,24,34,34,29,21,20,73,0,1009,32,10,143,16,54,23, ,5,2,3,112
112,0,4,7/19/18,33,26,0,13.6,8,41,24,35,35,30,19,6,72,0,1008,33,10,138,16,51,38, ,7,4,3,112
183,0,5,7/20/18,33,26,0,13.5,8,48,24,34,34,30,17,26,73,0,1007,33,10,119,14,85,38, ,6,3,4,183
187,0,6,7/21/18,33,26,0,13.3,7,55,24,35,35,30,21,44,72,0.6,1004,33,10,63,16,86,19, ,4,1,4,187
138,0,7,7/22/18,28,27,0,8.4,6,63,24,32,32,27,42,92,84,15.4,995,28,9,201,27,55,29, ,7,2,5,138
150,0,1,7/23/18,32,27,0,13.3,7,70,25,35,35,30,24,43,77,0.9,1002,32,10,138,18,66,43, ,14,3,6,150
